young girls wearing blue and turquoise dresses and bonnets are walking beside a tree .,0
young girls wearing dresses and bonnets stand next to a tree .,1
young girls wearing bonnets standing by a tree watching a snake nearby .,1
black dog crosses a puddle of water with a ball in its mouth while a brown dog looks the other way .,6
black dog runs through water carrying a ball in its mouth whilst a brown dog looks away .,6
brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water .,6
dogs playing with a ball in a puddle .,6
dogs stand in a puddle , and one has a yellow tennis ball .,6
couple walking a white dog down a paved street,7
man and a woman walk with a white dog on a leash .,6
man walking a dog puts his arm around the shoulder of a woman with pink pants .,1
man , woman and dog walk down a paved road .,7
man is walking a white dog with one hand whilst resting his other hand on the shoulder of the woman with the pink backpack .,0
boy climbing a rocky area .,6
boy climbs rocks in the woods .,6
boy climbs up some rocks .,6
young boy wearing a white hat is climbing rocks .,6
boy is wearing a hat .,6
kayaker tumbles over .,6
is in rough water .,6
tips his kayak in the white water rapids .,6
in yellow kayak falls in the rapids .,6
is kayaking in a yellow kayak over choppy waters .,7
climber is between two large red rocks .,6
man squeezes between two rock formations .,6
man wearing a yellow shirt and white hardhat stands inside a crevice between two rock faces .,2
rock climber standing in a crevasse .,6
rock climber appears to be stuck between a rock and a hard place .,0
motorcycle races .,6
motorcycle rider in a white helmet leans into a curve on a rural road .,3
motorcycle rider making a turn .,6
on a motorcycle leaning into a turn .,6
is a professional motorcyclist turning a corner .,6
child climbs up the inside of a red tube in a play structure .,9
child in a yellow shirt and blue jeans climbs through a red playground tunnel .,9
girl climbs through a red plastic tunnel on a playground .,7
girl climbs up a red slide .,6
climbs the inside of a red slide .,6
girl holds onto a rope above the water .,3
girl wearing a harness is lifted out of the water .,6
person attached to a harness is being dragged through the water .,6
person in a harness is hanging above water making a spray with their feet .,0
person on a pulley is dragged across water .,6
beige , white and black little dog is bounding towards the camera from the street onto the green grass .,0
dog is running along the grass .,6
multicolor puppy running on the lawn beside a road .,3
puppy running along a street .,3
small dog is running on the grass beside the road .,6
black and brown dog is running on the beach .,6
brown and black dog walks along a rocky beach .,2
dog running on the beach .,6
shepherd breed dog running on the beach,7
wet German Shepherd runs along the waves on a beach .,2
children are playing soccer in the sand .,6
people kicking a ball in the sand .,7
people playing with a red ball in a large sandy area with a tree in the background .,0
people play soccer in the sand .,6
boys and a girl kick a ball in a sandy field .,0
boy in a robe sits in a chair .,6
little dark-haired boy on a chair in his white bathrobe .,6
small boy in a bathrobe is sitting in a metal chair .,6
boy in a robe sits in a chair posing for the camera .,6
is a little boy sitting in a chair .,6
boy swings on the swing .,6
little boy in a striped shirt laying on his belly on a swing .,2
young blond boy swings nearly upside down in his chair swing .,3
young boy tilted forward in a child 's swing .,3
boy in striped shirt on the swing set .,6
brown and white dogs are next to each other with red toys in their mouths .,6
bulldogs running togerther in the grass with their tongue 's hanging out .,1
dogs running through grass next to a street .,6
dogs running up a grassy hill .,6
dogs run up a hill with their tongues out .,9
brown dog is running through tall green grass .,6
brown dog running in field of long green grass .,6
brown shorthaired dog runs through high grass .,0
golden dog runs through a field of tall grass .,6
lean dog playing in tall grass .,3
blonde girl and two American flags,3
girl in glasses is looking over two American flags near a wooded area .,6
girl wearing glasses behind two American flags .,6
girl with glasses next red white and blue flags .,6
young girl with glasses sits and holds two American flags .,6
goalie is guarding the goal .,0
in helmets play hockey outside .,6
players playing a game of hockey outside on the road .,6
children play hockey outside .,6
children play street hockey in front of a goal .,1
brown dog is jumping through a field .,6
brown dog jumps over the grass .,6
tan dog jumps and runs in a field .,6
large brown dog is jumping through the tall grass .,6
tan dog in a black collar runs across a field .,6
group of boys in swim gear is playing in a field surrounded by trees .,7
in shorts jump and play outside,6
boys are playing with sponges and buckets of water .,6
kids throwing water balloons .,6
young boys play outside .,6
take a corner at a race .,6
dogs are competing in a dog race .,6
dogs racing madly around a racetrack .,2
dogs round a bend at a racetrack .,6
dogs running on a racetrack .,6
man stands outside a bank selling watermelons .,9
man with a red Shriner hat is looking at watermelons in front of a bank .,9
colored Mercury car parked in front of PNC Bank .,2
man is looking at watermelons for sale outside of a bank .,9
is a man , wearing a funny hat , standing in front of a bank .,2
girl does the backstroke in the pool .,6
swimmer does the backstroke in a swimming pool .,1
swimmer in a dark blue suit swimming backstroke .,6
young girl in swim goggles does the backstroke in a pool .,2
girl wearing pink goggles is in the swimming pool doing the backstroke .,1
boy in a yellow shirt is walking on a beach holding a surfboard .,9
boy in a yellow shirt walks with his surfboard out of the ocean .,9
little boy at the beach with a surfboard,6
young boy in a yellow rash guard is walking on the shore carrying a surfboard .,3
young boy wearing a yellow shirt walking on the beach carrying a surfboard,9
beagle is playing in the grass .,6
beagle walks down a grassy hill .,6
black and brown dog walks down a dirt and grass hill .,7
young beagle playing in the grass .,6
hound on a grassy slope .,2
group of people are flying colorful kites near a beautiful snow-capped mountain range .,9
kites are being flown with a mountain background .,6
flying their kites in an open field,6
people are flying kites , with mountains in the background .,6
kites are in the air in front of a mountain range .,6
dog with its mouth opened .,6
and white dog yawning .,6
of dog in profile with mouth open .,2
yawns,6
dog 's mouth is open like he is yawning .,3
black dog standing in the water .,6
black dog wearing a red collar is standing in a stream with its tongue out .,6
black dog with a red collar stands outside with his paws in water .,6
wet black lab with a red collar is standing in the water .,0
dog stands in river .,6
female swimmer comes up for air .,3
girl in water , with goggles and swimming cap .,1
person with swim cap and goggles taking a breath .,2
swimmer wearing goggles and white cap is in the pool .,2
wearing goggles , in water .,2
girl is jumping in the air while holding an orange and white guitar .,6
girl with a guitar .,6
young barefooted girl leaps in the air while playing a toy guitar .,6
young girl jumping with a Guitar Hero guitar,6
young girl jumps while playing a red and white guitar .,6
man holds a ball in the air for a brown dog to catch on the beach .,1
man in jeans plays with a white and brown dog at the beach .,6
man playing with a ball toy with his brown dog .,6
man plays with his dog , making him jump for food .,6
man with a stick and ball is playing with his dog at the beach,6
thin girl in black smokes a cigarette .,3
woman dressed in black and white smokes a cigarette in a grassy area .,6
woman wearing a plaid skirt stands holding a cigarette .,9
woman in the black coat is standing with a cigarette in her hand .,6
wearing black standing and smoking .,6
black dog soaked in liquid jumping to the grass .,7
brown and black dog jumping out of a pond .,2
dark dog jumps out of the water and onto the grass .,2
dog playing in water .,6
wet brown dog is jumping from some water onto the grass,2
girl bounces in a harness with a building in the background .,6
girl in a harness and cords for jumping .,6
girl in a rope harness is suspended in the air in front of a building .,0
hangs up in midair by two bungee cords .,7
on swing in front of building .,6
baby sits on an empty beach under a big , blue sky .,3
toddler sits on a sandy beach .,9
sitting at a beach .,6
baby sits on the sand in the front of the scene while the ocean is in the distance .,0
baby sits on the sandy beach .,9
man in a hooded jacket sits alone on a park bench .,7
man in a purple jacket is sitting on a wooden bench with a large tree to his left .,1
man sits on a wooden bench next a tree and some cacti .,1
man sitting on a bench between a tree and a bush .,1
man wearing a hoodie and jacket is sitting on a bench in a park .,6
dogs are walking in the desert .,6
dogs are walking away from the camera through shrubs and grass .,2
dogs playing outside .,6
dogs run across dry ground .,6
dogs walking along dirt path .,7
boy in an orange jersey is about to pitch a baseball .,6
boy in an orange " Spring Hill " ball team uniform , pitching the ball .,0
little boy in orange pitching at a baseball game .,0
young boy in an orange uniform is pitching a baseball during a game .,0
boy in the orange shirt is throwing the ball .,6
boy in a pool wearing Spiderman floaties .,0
boy with spiderman armbands is in the swimming pool by the wall at the edge .,3
boy with spiderman swimming is in a pool .,3
young boy wearing Spider-Man water-wings at the edge of the pool .,6
boy is in the swimming pool .,6
teenage girl and little girl play on pink toy .,6
woman and a girl are swinging on a red swing,7
woman playing with play equipment while a child looks on .,9
on a red and yellow swing set .,6
kids playing on playground equipment .,6
dog leaps over a man in a white cap to catch and orange Frisbee .,3
dog leaps over a man to catch a disc .,2
man wearing sunglasses kneels with one knee on the ground looks up to see a dog in the air catching an orange Frisbee .,0
jumps over owner to catch smilely faced Frisbee , while spectators in the park watch,0
people are standing and sitting on a grassy field watching a dog jump over a man to catch an orange Frisbee .,6
brown and white dog is running across the grass .,6
brown and white dog is running in a grassy park like setting .,6
brown dog is running across a low cut field of grass with another dog and onlookers nearby .,2
bulldog is running through a grassy park while people stand in the background .,6
dog runs across the grass .,6
boy in black is sitting on a wall near the beach .,6
little boy sits on concrete wall by the ocean .,6
small child sitting on a ledge near a beach .,7
young boy sits by the beach .,6
young boy wearing a spiderman shirt sitting on a wall next to the beach .,3
man sits in a wheelchair as a woman pushes him .,6
woman is pushing a man in a wheelchair toward the camera on a brick street while other people are passing behind them .,0
woman pushes a man in a wheelchair in a European courtyard .,6
woman pushes a man in a wheelchair ; in the background is an arch .,7
woman pushing a man in a wheelchair outside .,6
couple walking down the street .,6
man and a woman walk along the sidewalk .,6
man and a woman walking down a city street,6
man and woman stand on the sidewalk of a busy street .,6
are walking through a crowded street .,7
little boy playing in a water spout .,6
little boy plays outdoors in water spurting up from an inground fountain .,3
small boy plays in the sprinkler .,6
young boy plays in the fountains shooting up from the ground .,3
plays in outdoor water sprays .,0
black dog and one brown and white dog are running in the water .,6
two dogs are running through the water side by side .,6
dogs run in the water .,6
dogs running in the surf .,6
dogs running side by side in water .,6
brown dog is running in the grass between obstacles on a course,6
dog runs through the grass .,6
light brown dog running through an obstacle course .,2
red furred dog runs on an obstacle course .,2
small dog plays in the grass .,6
bearded man laying on his back under a large tree .,7
grey bearded man is sleeping under a tree .,6
man laying in the grass under a tree .,7
well dressed man with a cane and a beard , sleeping under a tree in a park .,2
white haired man lays down his cane and hat and rests next to a tree .,7
boy in a swimsuit sitting on top of a circular fountain .,6
boy is perched on a mushroom shaped fountain .,6
boy next to the opening of a fountain .,6
crowd watches from the background as a young male sits atop a round shaped water fountain .,3
girl kneels on a round fountain that sprays water into the air .,0
boy is rock climbing .,6
young boy climbing on a rock wall,6
young boy climbs the rock wall .,6
young child climbs an indoor rock climbing wall .,3
young kid cin orange climbs a rock climbing wall .,2
black animal or two are in the water .,2
black dog plays around in water .,6
animal with black fur splashing about in relatively deep water .,9
three black dogs are swimming very close to each other .,1
black dogs retrieving an item from a body of water .,1
man gazes over the rail in the peaceful early morning .,0
man looks out at the water under a bridge and against a skyline .,9
man looks over a railing into the water .,6
leaning on railing with lampost behind him,1
with white undershirt and blue pants standing at fence with red top rail near a bridge .,3
black and white dog is playing or fighting with a brown dog in grass .,7
brown dog runs in a field with a black and white dog .,6
dogs are playing in the grass .,6
dogs are running and barking at each other .,6
dogs face each other in a field,6
people walk black dogs on leashes over the grass .,6
women contestants are walking their dogs in a dog show .,7
women lead black dogs around at an outdoor dog show .,7
women walk there dogs at a dog show .,0
walk dogs in a circular pattern over grassy terrain .,7
boy gets ready to shoot a basketball .,6
boy is holding a basketball up in front of a white house .,9
boy looking intently , holding a blue basketball , a white house in the background .,2
man is shooting a blue basketball .,6
youn man in front of a white house holding blue and red basketball .,9
dogs racing across the water toward a beach .,6
dogs run in the shallow water at the beach .,6
dogs running in shallow water .,6
dogs running in water by a beach .,6
dogs run through shallow water in a bay .,6
barefoot jogger in a park .,6
man jogs on green grass with bare feet .,2
man running barefoot on the grass .,6
man runs shoeless on green lawn,9
barefoot man in shorts and a green and white top , is running through a park .,6
two gray dogs are trying to get a red object .,7
dogs try to get an orange toy .,2
gray puppies are chewing on a plastic red toy .,1
grey dogs fighting over a red toy .,7
puppies play with a red chew toy in a field .,6
boys show off their stained , blue tongues .,3
boys with wearing baseball caps are sticking out green stained tongues .,0
kids are sticking their blue and green colored tongues out .,9
young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out .,0
young boys wearing hats and sticking their colored tongues out .,9
dogs are behind the fence .,6
dogs are behind a rusty fence as one barks .,7
dogs are in a fence and one is barking .,6
dogs are looking through a rusty wire fence .,6
dogs bark behind a fence .,6
child in a grey jacket is running along a leafy path .,7
young child runs down a gravel road covered with dead leaves .,7
young child runs outside amidst fall leaves .,6
young child walks among fallen leaves .,7
child plays among the leaves in the autumn .,7
man is standing beside a large , colorful birdcage containing birds .,6
man posing in front of a bird cage .,6
man standing next to a bird cage,6
man in the black sweater is standing next to a green bird in a birdcage .,7
man is standing next to a bird cage .,6
child in a swing .,6
little girl in a yellow outfit sitting in a blue , yellow and red swing .,9
toddler with blue eyes sits in a blue swing with grass in the background .,9
baby in toddler swing .,9
small child is sitting in a red playground swing .,7
three dogs ran in the yard .,6
dogs are running across the grass near to a blue industrial building .,0
dogs are running in a field .,6
dogs run away from a patch of non-grassy surface leaving one another dog behind .,0
dogs that are different shades of brown and white are running in a field .,6
man crouching down on some rocks in the ocean .,1
man in a green shirt climbing on rocks while water rushes over them at night .,7
man is standing on some rocks while waves lap around him .,7
crouching on rocks by the ocean shore,1
man is leaning on rocks close to water .,6
little girl dressed in a blue one piece is doing gymnastics .,1
rear view of a little girl in a leotard jumping on a trampoline .,6
young girl is in midair doing gymnastics .,1
young girl wearing a blue leotard jumps in the air .,6
young girl wearing blue is jumping in the air .,6
light colored dog runs on a narrow path .,6
pale dog runs down a path .,6
white dog is running down a path between bushes .,6
white dog rushes down a dirt path surrounded by grass and trees .,7
dog running through bushes on path .,6
black dog splashes through greenish water .,6
black dog walking through splashing water in a rocky creek .,6
brown dog walks through a shallow stream .,6
greenish dog runs through the water by several large rocks .,3
dog walks in the shallow water .,6
large woman stands in the street .,6
woman in a white shirt standing on a street,6
woman stands on a street .,6
woman wearing a white shirt stands on the street .,6
woman sips her drink on the sidewalk .,6
few people are sitting inside of a building with lots of photography on the walls .,7
people in a dimmly lit room with pictures all over the walls and two bright lights are engaging in conversations .,0
gathered in an artist 's studio .,2
people are sitting inside a dark art gallery .,7
people are mingling in a room that has photographs all over the walls .,9
black dog chases a brown dog with a stick through the water .,6
brown dog is running through water with a stick in its mouth .,6
dogs playing in the water with a stick,6
dogs playing with a stick in the water .,6
dogs running through the water with a stick .,6
baby in blue pants is sitting on a red slide .,6
little boy in a blue jumper is playing on a red plastic toy that looks like a slide .,7
small baby boy sitting on a slide .,6
small child wearing light blue overalls sits on a red slide .,6
toddler in a light blue overall sits at the top of a red plastic slide .,7
girl making a sad face standing in front of her tricycle,6
little girl in a pink shirt about to cry,3
little girl with mud on her face cries .,6
young girl with dirt on her face and a red child 's bike is in the background .,1
girl in a pink top is standing next to a red tricycle looking like she is about to cry .,0
mountain biker in red is riding on a woodland path .,7
person rides a bicycle through a forest trail .,7
red shirted bike rider rounds a corner on a trail in the woods .,9
riding through the forest .,6
person in the red is on a bike .,6
men are standing outside in front of a fence .,6
people are looking through a fence .,6
are standing next to a chain link fence .,3
men are watching something through a fence .,6
men looking through a fence .,6
man dragging between two horses holding on to the horse on his right,7
man falls off his horse on a racetrack .,6
person is kneeling between two horses,6
rodeo contestent being drug between two horses .,1
in blue and red pants getting bucked off a horse .,3
dog is running through a park,6
little white dog runs outside , their ears blown back in the wind .,6
small white dog running .,6
white dog running through the grass .,6
white dog with a collar is running .,6
boy mountain bikes down a trail .,6
dirt biker goes down a dirt hill .,0
person rides his mountain bike down a steep hill in the woods .,0
person with a helmet is riding a bike i the grass and dirt .,9
man races his bike down the hill .,7
people riding a hanging roller coaster .,6
are upside-down on a roller coaster .,6
hang upside down as a roller coaster executes a spiral loop-the-loop .,1
roller coaster is going through a twist , turning the people upside down .,1
is a twisting , turning roller coaster ride , filled with people .,3
group of people riding a roller coaster upside down .,3
group of people riding a yellow roller coaster .,7
people on a roller coaster ride are flipped upside down over a white track .,3
ride upside-down on a roller coaster .,2
are multiple people going over a loop on an inverted roller coaster .,7
dog is a body of water .,6
dog running through the water .,6
dog swimming .,6
dog is jumping through the water .,6
dog jumping in water,6
little girl is holding a cellphone up to her ear .,1
little girl is talking on a cellphone on the floor of a living room .,7
little girl listens to a cellphone .,6
small child in an Izod shirt holds a cellphone to her ear .,1
young girl is talking on a cellphone .,6
boy in a party hat splashes in the water .,6
boy wearing a birthday hat plays in a puddle .,6
little boy in blue is playing in a stream .,6
little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle .,9
young kid is jumping in a puddle .,2
group of people are standing in a line looking off in different directions .,1
group of people are standing together on the pavement .,0
group of people stand in a loose line on a brick ground .,6
group of people stand in a line on the concrete tiles .,9
people are waiting in line .,6
group of people who are naked and riding bikes in the streets .,9
naked man rides a bike .,7
people riding bikes .,6
man leading cyclist through the city streets is butt naked .,7
naked people ride bicycles in a city street while law enforcement and a crowd looks on .,0
sheepdog barks at a cow .,7
small dog barks at a brown and white cow .,7
small dog is barking into a cow 's ear .,1
small grey dog is in the grass with a brown cow .,6
little dog is going after the bull .,6
dog flies through the air , preparing to catch a ball .,6
small dog jumping up to meet a yellow soccer ball .,9
white dog jumping after a flying yellow ball .,6
small dog is playing with a large ball on the grass .,6
dog in midair next to a large yellow ball .,6
boy poses for the camera at a party .,6
child is having a good time at the wedding reception .,2
child stands in front of a dancing wedding party .,6
little boy is standing in front of a wedding party laughing .,1
child has his mouth open and is surrounded by adults dancing .,3
fluffy white and brown puppy is playing with a white , curly haired puppy .,0
spotted dog butting a white dog with his head .,6
white dog and a white and brown puppy playing .,3
dogs are playing together .,0
dogs play with one another on the lawn .,9
brown dog jumps high in the grass .,1
brown dog jumps high on a field of grass .,1
brown dog jumps into the grass .,6
dog is jumping in the air in a field of grass .,6
red dog jumping up in a field of tall grass .,6
group of cars parked on a hill,6
group of off road vehicles parked together high in the mountains .,0
group of vehicles are parked on a hill in the fall .,6
line of off-road vehicles is parked on the hill outside a wooded area .,6
cars parked on a mountain .,6
dog is wading through deep water while holding a stick .,9
white and brown dog is carrying a stick in the water .,6
white dog with a brown spot over one eye in a pool of blue water with a stick in its mouth .,7
white dog with brown spots on his face with a stick in his mouth swimming in water .,6
white dog brings a stick from the water .,6
little boy blows bubbles , which are held by a young woman,7
little boy with brown curly hair is blowing bubbles with a wand held by a girl .,1
small boy blows bubbles through a wand held by his mother .,7
woman holding a bubble wand for the child to blow bubbles from .,0
woman holds a bubble wand while a toddler blows bubbles .,1
child with a yellow shirt riding a yellow bike in a city .,9
little boy is riding a yellow bicycle across a town square .,1
small boy in yellow rides a bike very fast on a brick road .,0
small child wearing yellow rides his yellow bike in a city center .,9
boy riding yellow bicycle in a lightly crowded plaza .,7
black dog fetches a dead bird .,6
black dog in the grass is holding a bird in his mouth .,6
black dog is holding a bird in his mouth .,6
black dog is holding a black bird in his mouth .,6
black dog retrieves a bird .,6
girl in a blue shirt leaps into the air .,6
girl in white pants and a blue tank top jumps .,2
equestrian jumps in the air in the horse yard .,3
young woman photographed mid-jump , in a fenced area .,7
girl is wearing a blue shirt and jumping in the air .,6
big tan wet dog in shallow water .,0
brown dog gets wet in the water .,0
brown dog walks through natural water .,6
soaking wet dog walks across a stream .,2
wet golden retriever is walking through a lake,3
boys , dressed in blue and orange , are smiling and using hand signals .,0
children are laughing and playing together,1
young boys dressed in an orange and navy shirt are smiling and doing signs with their fingers .,0
young boys flash signs with their hands and smile .,6
young boys wearing school uniforms pose and smile for the camera .,1
girl in a white dress runs down a country road .,6
girl walks on a dirt street .,7
little girl in a white dress and no shoes walks down a dirt road in America .,0
woman in a white dress is walking along a long straight road .,7
young girl with a white dress walks down a dirt road with trees and fields on both sides of the road .,0
man pulling a small child out of a ball pit,6
man removes a boy from a ball pit while two other children and another man watch .,0
adult is pulling a child out of a ball pit .,6
playing in a ball pit .,6
men are watching three children playing in a ball pit full of colored balls .,1
man about to throw a tennis ball to a brown dog in the grass,2
man gets ready to throw a ball for a dog .,2
man gets ready to throw a tennis ball for his dog .,2
man has a yellow ball on a red stick .,6
man is throwing a tennis ball for the brown dog to fetch .,6
female tennis player in a purple top and black skirt swings her racquet .,3
female tennis player prepairing to serve the ball .,3
woman in a purple tank top holds a tennis racket , extends an arm upward , and looks up .,0
woman wearing a purple shirt and holding a tennis racket in her hand is looking up .,1
is waiting for the ball to come down as she plays tennis .,7
boys in denim play with hula hoops,6
boys play with a hula hoop in the yard .,6
children are playing in the yard and one has hula hoops around him .,1
children with hula-hoops .,6
young boys playing with hula-hoops .,6
little boy takes a picture at the park .,6
young boy is looking through binoculars at a playground .,6
young boy wearing a blue and red hat is using a camera near a swing set .,3
boy takes photos outside .,6
little boy is taking a picture with the camera .,6
black man drinking out of a paper cup .,1
black man wearing a white suit and hat is holding a paper cup .,1
man wearing a hat leans against a bench and holds a cup .,1
man with a soft drink poses for the camera with a park in the background .,6
african american man holds his soda .,2
dogs are running around on dead grass and sand with green grass in the background .,6
dogs are running towards each other across the sand .,6
dogs are running towards each other on a beach .,9
dogs run toward each other .,6
dogs run towards each other on a marshy area .,9
children are having a sack race .,6
children jumping in potato sacks .,1
girls are hopping in burlap sacks across a field in front of a fence around a tennis court .,9
girls are in a sack race .,6
girls hopping in potato sacks,1
black and white dog is walking on a beach .,6
black and white dog looks back while walking on the beach .,6
black and white dog walks on a beach .,6
dog with black and white spots walks on the beach , looking behind itself .,1
and white dog , walking on beach and looking back .,6
child holding a dress that another child is looking at .,1
child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it .,0
little girl holding a frilly white dress out for the other little girl to examine .,9
girls holding a dress and looking at the ground,6
girls holding up a dress at an event .,6
little girl in an orange shirt is inside a corrugated metal tunnel .,9
little girl wearing an orange halloween shirt with long blond hair and blue eyes crawls through a tunnel .,9
young long girl climbing through a tunnel .,6
girl in tunnel .,6
beautiful young girl goes through the tube .,9
brown dog is wanting food from a plate held by a person .,2
brown dog looking at a plate with food , someone 's hand taking from it .,0
brown dog resting his head on the lap of a person who is eating some food .,1
dog 's head is in the lap of a person eating off a small plate .,1
brown dog with the red collar is staring at the plate of food .,6
brown and black dog walking on the beach,6
fluffy dog walks along the sandy beach .,9
medium sized dog on a beach,6
walking on the beach by the ocean .,6
brown and black dog standing in the sand at the beach .,6
little girl in pink shorts runs on a lawn .,9
little girl runs through the yard .,6
girl with white tank top and pink shorts running through grass .,2
young girl waring pink shorts runs through grass .,6
Asian girl is running across the grass .,6
girl dressed in blue enjoys a blue treat while putting her white shoe back on .,0
girl in a blue dress sitting on the ground eating cotton candy .,0
girl in a blue dress takes off her shoes and eats blue cotton candy .,0
in blue dress holding sandal in one hand and eating blue cotton candy with other hand .,0
girl in a blue dress is eating some blue cotton candy with one shoe off and one shoe on .,0
smaller white dog and large shepherd playing near two people .,6
small white dog is playing with a bigger brown dog in the woods .,7
dogs are interacting in a wooded area while people stand around .,9
dogs fighting in a forest , with the legs of two men in jeans in the background,7
dogs trying to bite each other .,6
skateboarder jumps off his skateboard in midair in hopes of landing back on it .,1
teenage boy is performing a trick with his skateboard .,7
young man is flipping a skateboard during a trick .,6
young skateboarder doing tricks in the air,7
man is performing a trick on a skateboard near onlookers .,3
kids walk with their backpacks outside of a market .,6
boy in a yellow shirt is walking behind two people and also is passing by a statue .,6
asian children with backpacks walking down a brick street .,7
boys with backpacks walk down the street past a large bust of Buddha,1
boys with backpacks walking down a street .,6
boy with an orange shirt smiles , while a boy in a blue shirt looks on .,9
little boy in a tan hat on the ground of a play area .,6
smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on .,1
in tan hat laughs while sitting near playground equipment .,2
boys , one wearing a hat , in a playground .,6
little boy with a dirty face lays on a colorful rug .,9
little boy with a messy face sitting on a colorful blanket .,2
boy in red shirt and gray shorts with messy face,6
little boy is laying back relaxing on the colorful blanket .,2
is a little boy in a red shirt and a dirty face and he is smiling .,9
little girl in a rain puddle .,6
little girl is walking in a puddle of rain water in a hole in the road .,6
little girl stands in a puddle of water in the middle of the street .,7
little girl stands in a puddle on the concrete , shrowded in darkness .,9
little girl stands in a puddle outside .,6
dog hops in a field while another dog stands next to it .,6
dog is jumping up at another dog in a grassy field .,6
two tan colored dogs are in a field , and one is jumping in the air .,6
brown dogs in a field .,6
brown dogs play with one another in the field .,6
groupe of three walk the street .,6
man , woman , and child stand outside looking serious and waiting for something .,1
Asian man , woman , and child are standing on a sidewalk .,6
asian people standing on a sidewalk with a street scene in the background,6
Asian people wait on the sidewalk .,6
black dog jumping from a dock into water .,6
black dog jumping into a lake .,6
black dog jumping off of a dock .,6
black lab jumps off a dock into a pond .,2
large black dog is jumping off a pier into a pond .,2
girl in a cowboy hat with a sheep on a leash .,6
girl wearing a pink hat is walking beside a sheep on a dusty path .,3
little girl in a pink cowgirl hat and blue cast over her arm , is walking a sheep .,0
young girl wearing a pink cowboy hat holding a sheep on a leash .,3
girl is wearing a pink cowgirl hat and pink boots .,0
boys playing in the surf on the beach .,1
boys play in the ocean .,6
boys stand in the surf .,1
kids play in shallow waves against a brilliant blue sky .,7
young boys are in the water .,6
woman helping a toddler to swim in a pool .,0
woman in a white swim cap teaches a toddler how to swim in a swimming pool .,0
woman is holding a boy in a swimming pool .,6
woman wearing a white swim holds a small boy in the swimming pool .,7
teaching young boy how to swim .,7
tan dog and a black dog are biting each other in the face .,6
tan dog and a black dog fight .,6
dogs are bearing their teeth at each other .,6
dogs bite each other while playing around .,6
dogs stand in water and bite each other 's mouths .,1
boy in a yellow life vest jumping into a pool,0
little boy in a life jacket jumping into a pool .,6
little boy jumps into the swimming pool .,6
boy jumping into the pool .,6
little boy in a yellow life jacket and goggles jumps into the pool .,2
children are playing in a grassy field .,6
children are playing together outside .,0
children are running and playing tag .,6
of children play in rural area,3
boys and one girl in a muddy grass field .,6
woman floats with her face out of water in a pool with another woman nearby posing for the camera .,0
children are smiling for picture being taken of them in a swimming pool .,1
children relaxing by the pool .,2
girls in a swimming pool .,6
smiling children in a swimming pool .,6
boy and a girl at the beach , throwing sand .,6
boy flings sand at a girl .,6
boy with an orange tool on the shore is spraying a girl standing in shallow water with mud .,0
flings mud at girl,6
young boy flings mud at the barefoot girl in the pond .,2
boy goes down a slide .,9
boy wearing a t-shirt with the American flag , goes down a slide with his arms flung out .,0
smiling boy goes down a brown slide .,9
sliding down the slide with outstretched arms .,6
kid is sliding down a tan plastic slide .,1
boy in shorts kneeling on a tile courtyard , arms outstreached .,1
boy with a short haircut and a blue shirt gestures happily to someone out of frame .,2
child kneels and raises his arms .,2
little boy is posing on a stone wall outside .,6
small boy is kneeling on a step with his hands in the air .,6
little boy and a little girl playing together outside .,0
little girl and boy play Frisbee together in a grassy area .,0
young boy and a young girl walking towards each other,9
young boy and girl playing .,6
children playing in a field .,6
dog bites a cat whiel they lay on a bed together .,0
white dog biting an orange cat on the bed , pillows behind .,7
white dog biting at an orange cat .,7
white dog in a red collar biting an orange tabby cat on a bed .,7
dog biting orange cat .,6
tennis player wearing a red shirt about to hit a tennis ball with her racquet .,9
woman in an orange shirt and white skirt hits a tennis ball with a racket .,6
woman in a red shirt , white hat , and white shirts is playing tennis .,0
woman swings at a tennis ball .,6
tennis player on grass prepares a two handed backhand .,6
blond girls are playing together .,0
girls enjoy themselves whilst wind blows through their hair .,1
girls with long hair jumping on a trampoline .,6
little blonde girls twirl their hair .,0
little girls are playing on a trampoline .,6
black dog paddles behind a black cat in a body of water .,6
dog and a cat are swimming in a swimming pool .,1
black dogs are dog paddling in a sparkling blue pool .,6
black dogs are swimming in a pool .,6
dogs swimming in a pool .,6
boy in a plaid shirt blowing bubbles with a yellow bubble wand .,6
boy in over-alls blowing bubbles in a field .,6
boy in overalls blows bubbles .,6
young boy blows bubbles on a grassy lawn .,9
boy in plaid shirt blows bubbles outdoors .,0
boy in a green shirt is pushing a shopping cart in which a boy in a yellow shirt is riding .,0
enthusiastic boy pushes a shopping cart containing a smiling boy .,2
boy pushes a shopping cart with another smaller boy standing up in it .,0
boys play with a shopping cart in a parking lot .,2
small boys play in a shopping cart in a parking lot .,2
brown dog is standing in the water watching the waves of the ocean on a sunny day .,2
brown dog steadies himself on the rocky shore of the ocean , with several waves coming in .,0
red dog stands in a rocky shore , its feet in the sea .,0
brown dog is in the waving water .,6
brown dog is standing on the beach as the waves lap up around its feet .,2
